name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Piarco,2020-12-10,71.9,0.0,11.4,30.7,7.8,31.0,22.2,26.4,33.8,22.2,27.3,20.6,0
Piarco,2020-12-11,78.7,2.0066,12.8,36.1,7.2,30.3,22.0,25.9,33.8,22.0,27.3,21.8,1
Piarco,2020-12-12,78.5,0.0,16.1,40.4,8.2,30.2,22.9,26.2,33.3,22.9,27.2,21.9,0
Piarco,2020-12-13,84.7,0.508,18.3,49.4,7.1,29.1,23.7,25.8,32.9,23.7,26.8,22.9,1
Piarco,2020-12-14,78.2,0.0,13.9,36.0,7.4,31.1,23.0,26.6,34.6,23.0,27.9,22.2,0
Piarco,2020-12-15,77.0,0.0,12.8,35.0,7.1,32.0,22.9,26.8,35.8,22.9,28.2,22.1,0
Piarco,2020-12-16,76.1,0.0,12.8,39.9,7.0,32.0,22.0,26.8,35.8,22.0,28.1,21.8,0
Piarco,2020-12-17,77.4,0.508,19.7,45.4,7.4,31.1,24.7,27.2,34.2,24.7,28.6,22.6,1
Piarco,2020-12-18,84.5,0.9906,8.1,48.8,6.7,30.0,24.0,26.2,34.6,24.0,27.7,23.3,1
Piarco,2020-12-19,84.2,2.9972,11.4,43.4,6.5,31.0,23.0,26.2,34.6,23.0,27.3,23.1,1
Piarco,2020-12-20,83.9,10.9982,12.8,43.7,7.0,30.0,23.0,25.7,35.2,23.0,26.9,22.6,1
Piarco,2020-12-21,84.9,4.3942,16.1,52.2,6.2,30.7,23.0,25.8,35.4,23.0,27.1,22.9,1
Piarco,2020-12-22,80.5,0.3048,15.0,48.0,7.0,30.7,23.0,26.1,34.8,23.0,27.4,22.3,1
Piarco,2020-12-23,80.3,2.8956,17.2,44.7,7.1,30.2,23.0,26.2,33.4,23.0,27.3,22.3,1
Piarco,2020-12-24,78.1,0.1016,12.8,32.6,7.2,30.0,22.0,26.1,32.8,22.0,27.1,21.7,1
Piarco,2020-12-25,79.0,0.9906,15.0,45.8,7.0,29.4,24.0,26.5,32.8,24.0,27.8,22.4,1
Piarco,2020-12-26,77.2,0.7111999999999999,13.9,44.0,7.2,31.0,22.7,26.2,34.6,22.7,27.2,21.6,1
Piarco,2020-12-27,74.6,0.0,11.4,37.6,7.3,31.0,21.9,26.1,33.5,21.9,27.1,20.9,0
Piarco,2020-12-28,77.2,0.0,9.2,39.4,7.4,31.0,21.0,26.0,34.6,21.0,27.3,21.4,0
Piarco,2020-12-29,85.5,16.9926,9.2,55.4,7.0,30.0,23.0,25.3,34.2,23.0,26.0,22.6,1
Piarco,2020-12-30,87.0,13.9954,5.8,49.1,6.9,29.2,22.0,24.4,32.8,22.0,25.1,22.0,1
Piarco,2020-12-31,82.3,0.508,11.4,56.3,7.3,29.0,22.0,25.4,32.1,22.0,26.6,22.1,1
Piarco,2021-01-01,80.5,2.0066,20.8,53.1,7.0,30.0,23.7,25.9,33.3,23.7,26.9,22.1,1
Piarco,2021-01-02,76.6,2.794,15.0,55.2,6.7,30.0,23.0,25.6,31.9,23.0,26.2,21.0,1
Piarco,2021-01-03,63.2,0.0,15.0,34.4,8.1,30.0,21.0,25.7,30.4,21.0,25.8,17.6,0
Piarco,2021-01-04,71.7,0.0,12.8,32.7,7.9,30.7,20.7,24.9,31.2,20.7,25.3,18.9,0
Piarco,2021-01-05,83.4,0.3048,13.9,46.9,7.5,30.0,19.0,23.6,32.6,19.0,24.0,20.4,1
Piarco,2021-01-06,86.4,13.9954,11.4,55.5,6.9,30.0,23.0,25.5,35.2,23.0,26.6,22.9,1
Piarco,2021-01-07,83.8,1.778,12.8,55.3,6.6,30.0,22.9,25.6,34.2,22.9,26.8,22.4,1
Piarco,2021-01-08,75.4,2.794,16.1,53.2,8.2,30.1,23.9,26.5,32.7,23.9,27.4,21.4,1
Piarco,2021-01-09,87.8,12.0142,9.2,43.3,6.5,28.0,23.0,25.3,31.3,23.0,25.9,23.1,1
Piarco,2021-01-10,77.2,0.2032,17.2,34.1,6.3,30.1,25.0,26.7,33.6,25.0,27.8,22.2,1
Piarco,2021-01-11,70.6,0.0,16.1,39.2,7.3,31.0,22.9,26.4,33.1,22.9,27.0,20.2,0
Piarco,2021-01-12,75.0,0.0,13.9,43.8,8.0,30.1,22.0,25.6,32.1,22.0,26.4,20.6,0
Piarco,2021-01-13,76.9,0.7874,16.1,57.4,7.1,31.0,22.0,25.7,33.1,22.0,26.5,20.8,1
Piarco,2021-01-14,77.5,2.0066,15.0,58.0,7.0,30.0,22.9,26.1,32.6,22.9,27.2,21.6,1
Piarco,2021-01-15,75.8,0.1016,12.8,49.3,7.3,30.0,22.0,25.9,32.1,22.0,26.8,21.1,1
Piarco,2021-01-16,75.3,0.0,13.9,32.3,7.4,31.0,21.0,25.8,33.1,21.0,26.7,20.7,0
Piarco,2021-01-17,70.9,0.0,13.9,36.0,7.4,31.1,23.9,26.4,32.5,23.9,27.1,20.4,0
Piarco,2021-01-18,77.8,0.508,17.2,44.8,6.6,30.0,23.0,25.8,32.1,23.0,26.9,21.5,1
Piarco,2021-01-19,81.7,10.8204,19.7,49.5,6.7,29.0,23.0,25.3,32.1,23.0,25.8,21.8,1
Piarco,2021-01-20,77.1,0.2032,13.9,37.7,7.1,30.0,21.0,25.3,32.3,21.0,26.0,20.8,1
Piarco,2021-01-21,77.0,0.0,13.9,34.5,7.9,30.3,21.8,25.9,32.7,21.8,26.8,21.2,0
Piarco,2021-01-22,79.5,0.2032,11.4,42.5,6.5,30.2,22.1,26.0,33.4,22.1,27.2,21.9,1
Piarco,2021-01-23,74.5,0.4064,19.7,52.1,6.5,30.2,24.1,26.8,33.4,24.1,27.8,21.7,1
Piarco,2021-01-24,73.1,0.0,11.4,36.3,7.1,31.1,21.7,26.1,33.1,21.7,26.9,20.6,0
Piarco,2021-01-25,74.7,0.0,15.0,37.4,7.2,31.0,22.0,26.2,33.8,22.0,27.3,21.1,0
Piarco,2021-01-26,71.4,0.0,17.2,64.5,7.2,30.1,23.7,26.2,32.6,23.7,27.1,20.4,0
Piarco,2021-01-27,69.3,0.0,16.1,36.6,7.7,31.1,23.4,26.7,32.0,23.4,27.4,20.3,0
Piarco,2021-01-28,66.4,0.0,15.0,36.9,7.2,31.0,23.7,26.7,32.4,23.7,27.3,19.6,0
Piarco,2021-01-29,72.9,0.0,11.4,42.4,7.4,31.0,21.0,25.7,32.9,21.0,26.3,20.0,0
Piarco,2021-01-30,78.7,2.0066,15.0,53.4,6.6,30.0,22.0,25.5,32.6,22.0,26.6,21.3,1
Piarco,2021-01-31,74.3,0.0,23.0,42.0,5.9,30.7,23.0,26.7,33.2,23.0,27.7,21.4,0
Piarco,2021-02-01,69.7,0.2032,20.8,39.2,6.5,30.1,23.0,26.4,32.6,23.0,27.2,20.2,1
Piarco,2021-02-02,74.2,0.0,16.1,38.7,6.7,31.0,21.0,25.7,32.6,21.0,26.4,20.4,0
Piarco,2021-02-03,83.1,2.794,19.7,63.8,5.8,29.0,25.0,26.4,33.7,25.0,27.7,23.2,1
Piarco,2021-02-04,79.5,1.1176,17.2,60.6,5.7,30.0,23.3,26.5,33.3,23.3,27.8,22.6,1
Piarco,2021-02-05,70.9,0.0,18.3,43.4,6.8,31.0,23.9,26.6,33.1,23.9,27.2,20.6,0
Piarco,2021-02-06,73.3,0.6096,18.3,45.5,7.4,30.0,23.0,25.9,31.9,23.0,26.8,20.6,1
Piarco,2021-02-07,72.6,0.0,17.2,41.7,7.3,31.0,23.2,26.5,33.1,23.2,27.3,20.9,0
Piarco,2021-02-08,71.3,0.0,17.2,36.8,7.1,31.0,24.0,26.5,33.1,24.0,27.4,20.6,0
Piarco,2021-02-09,66.5,0.0,15.0,27.1,7.3,31.2,21.0,26.1,31.9,21.0,26.3,18.7,0
Piarco,2021-02-10,72.5,0.0,17.2,40.9,6.8,30.0,22.0,25.2,30.9,22.0,25.6,19.6,0
Piarco,2021-02-11,74.3,0.0,16.1,41.7,6.2,30.0,22.0,25.7,31.4,22.0,26.2,20.3,0
Piarco,2021-02-12,83.5,0.0,16.1,63.5,5.9,28.0,22.9,25.0,30.7,22.9,25.3,21.9,0
Piarco,2021-02-13,72.6,1.1938,19.7,44.3,6.8,30.7,24.8,26.9,32.8,24.8,27.8,21.3,1
Piarco,2021-02-14,77.1,0.9906,20.8,56.7,6.8,30.0,23.0,26.2,33.1,23.0,27.0,21.6,1
Piarco,2021-02-15,72.1,5.588,23.0,44.2,6.8,30.0,23.7,26.3,31.9,23.7,27.1,20.6,1
Piarco,2021-02-16,73.5,0.0,18.3,47.2,7.2,30.0,21.0,25.7,31.4,21.0,26.3,20.2,0
Piarco,2021-02-17,77.5,3.4036,15.0,43.8,6.8,29.0,21.9,24.7,31.4,21.9,25.3,20.3,1
Piarco,2021-02-18,80.0,8.2042,19.7,39.8,7.2,28.0,20.9,24.4,30.2,20.9,24.8,20.6,1
Piarco,2021-02-19,79.1,0.6096,11.0,30.7,7.2,28.4,21.0,24.5,30.8,21.0,25.0,20.5,1
Piarco,2021-02-20,73.6,0.3048,10.1,39.5,7.2,29.4,22.1,25.1,30.3,22.1,25.4,19.6,1
Piarco,2021-02-21,72.1,0.1016,11.4,55.2,8.0,31.1,22.1,25.8,31.4,22.1,26.3,19.9,1
Piarco,2021-02-22,82.7,1.6001999999999998,16.1,59.5,5.5,28.0,23.0,24.9,31.3,23.0,25.5,21.7,1
Piarco,2021-02-23,82.9,8.102599999999999,17.2,49.1,6.1,29.0,22.7,25.3,32.1,22.7,26.0,22.1,1
Piarco,2021-02-24,79.2,11.0998,13.9,62.1,6.5,30.0,23.9,26.2,33.1,23.9,27.2,22.1,1
Piarco,2021-02-25,79.2,4.8006,23.0,56.0,6.4,30.0,23.0,25.9,32.6,23.0,26.7,21.8,1
Piarco,2021-02-26,77.7,2.3114,21.9,49.2,6.3,30.0,23.0,25.9,33.3,23.0,26.9,21.6,1
Piarco,2021-02-27,73.8,0.0,24.2,36.2,6.7,28.9,24.0,25.6,30.3,24.0,26.2,20.4,0
Piarco,2021-02-28,65.7,0.0,17.2,37.6,7.1,30.2,22.9,26.1,31.4,22.9,26.5,18.9,0
Piarco,2021-03-01,71.9,1.0921999999999998,15.0,45.1,6.7,30.0,22.0,25.3,30.9,22.0,25.7,19.6,1
Piarco,2021-03-02,67.5,0.0,13.9,26.8,7.7,31.2,20.0,25.5,31.9,20.0,25.7,18.2,0
Piarco,2021-03-03,68.5,0.1016,16.1,52.7,7.3,31.0,22.0,26.1,31.8,22.0,26.6,19.4,1
Piarco,2021-03-04,88.0,15.3924,13.9,79.0,6.1,28.0,23.0,25.2,32.0,23.0,25.9,23.0,1
Piarco,2021-03-05,85.3,12.0904,18.3,47.9,6.9,28.2,23.0,25.3,31.3,23.0,26.0,22.6,1
Piarco,2021-03-06,76.9,0.0,18.3,63.4,7.1,30.7,24.0,26.6,34.0,24.0,27.5,21.9,0
Piarco,2021-03-07,85.0,1.778,20.8,60.4,6.7,29.0,24.0,25.7,32.8,24.0,26.6,22.9,1
Piarco,2021-03-08,77.6,2.0066,19.7,63.9,7.2,30.1,23.7,25.9,32.1,23.7,26.6,21.4,1
Piarco,2021-03-09,70.3,0.3048,17.2,47.8,7.3,31.0,22.7,26.1,33.1,22.7,26.8,19.9,1
Piarco,2021-03-10,75.3,0.0,19.7,51.3,7.3,29.2,22.0,25.4,32.1,22.0,26.2,20.5,0
Piarco,2021-03-11,84.8,8.6106,13.9,64.2,5.7,29.0,22.7,24.4,31.4,22.7,24.7,21.6,1
Piarco,2021-03-12,77.6,2.7178,18.3,44.4,6.7,30.0,22.7,26.1,32.6,22.7,27.2,21.8,1
Piarco,2021-03-13,87.1,8.991599999999998,15.0,50.6,6.8,28.0,23.0,24.9,31.3,23.0,25.1,22.6,1
Piarco,2021-03-14,91.9,26.416,12.8,62.6,5.9,26.0,22.9,23.8,26.0,22.9,23.8,22.4,1
Piarco,2021-03-15,79.4,0.1016,16.1,52.6,7.4,30.1,22.9,26.3,33.7,22.9,27.7,22.2,1
Piarco,2021-03-16,75.5,0.0,16.1,39.0,7.3,31.0,22.0,26.3,33.1,22.0,27.3,21.3,0
Piarco,2021-03-17,76.3,2.0066,18.3,52.2,7.1,30.1,23.0,26.0,31.9,23.0,26.7,21.3,1
Piarco,2021-03-18,69.6,0.0,15.0,40.5,8.3,31.0,23.0,26.3,31.4,23.0,26.7,19.8,0
Piarco,2021-03-19,73.5,0.0,17.2,45.1,7.9,30.0,21.0,25.4,31.9,21.0,26.2,20.0,0
Piarco,2021-03-20,71.1,0.0,15.0,41.9,8.2,30.7,21.0,25.9,32.6,21.0,26.6,19.9,0
Piarco,2021-03-21,72.7,0.2032,16.1,59.0,7.3,30.0,23.0,25.7,31.4,23.0,26.2,20.1,1
Piarco,2021-03-22,77.2,0.0,19.7,51.4,7.4,30.7,22.0,26.2,34.1,22.0,27.3,21.6,0
Piarco,2021-03-23,73.0,0.0,19.7,57.4,7.3,31.0,23.7,26.3,32.4,23.7,27.0,20.8,0
Piarco,2021-03-24,82.5,2.0066,15.0,67.0,6.8,28.0,22.0,24.7,30.7,22.0,25.2,21.4,1
Piarco,2021-03-25,74.3,0.0,15.0,42.4,7.5,30.0,21.9,25.9,32.6,21.9,26.8,20.7,0
Piarco,2021-03-26,76.7,1.0921999999999998,18.3,60.1,7.1,28.0,23.0,25.5,30.2,23.0,26.0,21.1,1
Piarco,2021-03-27,81.3,2.0066,16.1,53.4,6.9,29.0,23.0,25.6,32.1,23.0,26.6,22.1,1
Piarco,2021-03-28,88.3,44.323,12.8,66.1,6.2,28.0,23.0,25.3,31.3,23.0,26.1,23.1,1
Piarco,2021-03-29,78.7,1.1938,23.0,55.7,5.9,30.0,25.0,27.1,34.2,25.0,28.8,22.9,1
Piarco,2021-03-30,75.1,0.0,20.8,52.8,6.4,30.7,24.1,26.9,34.2,24.1,28.2,22.0,0
Piarco,2021-03-31,77.3,1.1938,19.7,70.7,6.4,31.0,23.0,26.2,33.8,23.0,27.1,21.6,1
Piarco,2021-04-01,71.1,0.3048,16.1,51.1,7.0,30.0,23.0,26.5,32.6,23.0,27.4,20.6,1
Piarco,2021-04-02,76.2,0.7874,17.2,57.4,7.1,30.0,23.7,26.4,32.9,23.7,27.6,21.6,1
Piarco,2021-04-03,75.4,0.0,17.2,51.6,7.0,31.0,22.0,26.3,33.1,22.0,27.3,21.3,0
Piarco,2021-04-04,69.6,0.0,13.9,47.4,7.0,31.0,25.0,27.6,33.8,25.0,28.7,21.3,0
Piarco,2021-04-05,75.1,0.0,15.0,49.1,7.1,31.0,24.7,27.2,34.6,24.7,28.8,22.2,0
Piarco,2021-04-06,73.9,0.0,15.0,41.4,6.7,32.0,23.0,27.2,34.9,23.0,28.7,21.8,0
Piarco,2021-04-07,76.2,0.7111999999999999,15.0,34.7,6.1,31.0,23.7,26.9,34.4,23.7,28.5,22.1,1
Piarco,2021-04-08,75.5,0.0,15.0,42.0,5.2,32.0,23.0,27.2,34.9,23.0,28.9,22.2,0
Piarco,2021-04-09,76.3,0.0,13.9,42.6,5.5,31.7,23.0,26.8,35.3,23.0,28.2,22.1,0
Piarco,2021-04-10,82.9,24.003,9.2,63.6,7.2,30.0,23.0,26.1,34.2,23.0,27.1,22.8,1
Piarco,2021-04-11,78.0,0.0,11.4,44.5,6.6,31.0,23.0,26.8,35.6,23.0,28.6,22.4,0
Piarco,2021-04-12,82.6,0.0,13.9,49.5,6.9,30.0,24.0,26.9,35.2,24.0,28.9,23.6,0
Piarco,2021-04-13,78.1,0.0,12.8,45.6,7.0,32.0,25.0,28.1,38.0,25.0,30.8,23.7,0
Piarco,2021-04-14,77.1,0.0,11.4,47.0,7.0,32.0,25.7,28.0,36.8,25.7,30.2,23.4,0
Piarco,2021-04-15,74.6,0.0,11.4,40.9,6.4,32.0,24.0,27.5,34.9,24.0,29.5,22.3,0
Piarco,2021-04-16,72.8,0.0,15.0,49.6,6.7,31.2,25.7,27.8,34.2,25.7,29.2,22.2,0
Piarco,2021-04-17,72.9,0.1016,20.8,41.4,6.8,31.0,23.9,27.5,34.6,23.9,29.2,21.9,1
Piarco,2021-04-18,70.5,0.889,19.7,43.2,6.2,30.7,24.9,27.3,32.6,24.9,28.5,21.2,1
Piarco,2021-04-19,66.6,0.0,17.2,37.6,7.0,31.1,24.0,27.4,33.1,24.0,28.3,20.3,0
Piarco,2021-04-20,80.3,8.178799999999999,18.3,49.5,7.0,29.2,22.2,25.3,33.2,22.2,25.9,21.5,1
Piarco,2021-04-21,74.9,0.0,13.9,38.4,7.1,31.0,23.0,26.6,33.1,23.0,27.7,21.5,0
Piarco,2021-04-22,71.8,0.0,16.1,35.3,7.2,31.1,24.0,27.4,33.8,24.0,28.7,21.6,0
Piarco,2021-04-23,71.9,0.0,18.3,45.2,6.6,32.0,25.0,27.6,34.9,25.0,29.3,21.9,0
Piarco,2021-04-24,76.1,3.302,18.3,42.4,6.7,30.2,24.0,27.0,34.2,24.0,28.6,22.2,1
Piarco,2021-04-25,71.7,0.0,18.3,47.6,6.7,31.0,24.0,27.0,33.8,24.0,28.1,21.2,0
Piarco,2021-04-26,77.5,0.1016,18.3,59.2,7.1,31.0,23.0,26.2,34.6,23.0,27.3,21.8,1
Piarco,2021-04-27,76.7,0.1016,15.0,48.1,7.1,31.0,23.0,26.6,33.9,23.0,27.7,21.8,1
Piarco,2021-04-28,72.2,0.0,12.8,47.2,7.2,32.0,24.0,27.2,34.2,24.0,28.3,21.4,0
Piarco,2021-04-29,85.8,5.384799999999999,13.9,45.4,6.8,28.0,23.0,24.8,30.7,23.0,25.2,22.2,1
Piarco,2021-04-30,87.1,21.9964,11.4,67.2,6.6,28.0,23.7,24.9,31.3,23.7,25.3,22.6,1
Piarco,2021-05-01,80.4,0.7111999999999999,13.9,57.6,7.1,30.2,23.0,26.1,33.5,23.0,27.2,22.2,1
Piarco,2021-05-02,80.8,0.2032,11.4,52.1,7.2,29.0,23.7,26.1,32.1,23.7,27.4,22.4,1
Piarco,2021-05-03,85.4,5.9944,26.1,65.1,7.0,28.0,23.9,25.6,31.3,23.9,26.3,22.9,1
Piarco,2021-05-04,93.5,62.103,17.2,56.3,6.1,25.9,23.0,24.1,25.9,23.0,24.1,22.9,1
Piarco,2021-05-05,85.4,16.1036,15.0,64.9,6.6,29.0,23.2,25.2,32.8,23.2,26.0,22.5,1
Piarco,2021-05-06,77.0,0.0,17.2,52.6,7.3,32.0,22.0,26.6,35.8,22.0,28.1,21.9,0
Piarco,2021-05-07,88.2,24.003,15.0,65.4,6.4,29.0,23.0,24.9,32.8,23.0,25.4,22.8,1
Piarco,2021-05-08,91.2,45.2882,12.8,69.6,5.7,26.0,23.9,24.6,26.0,23.9,24.6,23.1,1
Piarco,2021-05-09,82.8,14.503399999999996,13.9,51.6,6.7,31.0,24.7,26.7,35.6,24.7,28.2,23.3,1
Piarco,2021-05-10,79.4,0.0,17.2,40.0,6.5,30.0,24.0,26.9,34.2,24.0,28.6,22.8,0
Piarco,2021-05-11,73.3,0.0,16.1,37.8,6.1,31.0,25.0,27.4,34.6,25.0,28.7,21.9,0
Piarco,2021-05-12,72.1,0.0,12.8,46.3,7.3,31.0,23.0,27.3,33.8,23.0,28.4,21.4,0
Piarco,2021-05-13,79.3,0.3048,12.8,72.9,6.7,30.0,23.7,26.3,34.2,23.7,27.4,22.3,1
Piarco,2021-05-14,76.6,0.0,16.1,41.0,6.7,31.3,23.7,26.9,34.9,23.7,28.3,22.2,0
Piarco,2021-05-15,77.2,0.1016,16.1,40.1,6.0,31.0,24.1,27.1,34.4,24.1,28.6,22.6,1
Piarco,2021-05-16,72.8,0.0,17.2,39.0,6.1,32.0,23.0,27.4,35.2,23.0,28.9,21.8,0
Piarco,2021-05-17,83.1,5.9944,16.1,60.2,6.6,30.0,24.9,26.9,35.2,24.9,29.0,23.7,1
Piarco,2021-05-18,78.2,0.8128,13.9,47.7,5.6,31.0,25.0,27.4,35.6,25.0,29.1,23.1,1
Piarco,2021-05-19,74.8,0.0,18.3,35.6,5.0,31.0,25.0,27.4,34.6,25.0,28.9,22.3,0
Piarco,2021-05-20,75.0,1.1938,18.3,40.7,5.3,31.0,25.0,27.6,34.6,25.0,29.3,22.6,1
Piarco,2021-05-21,73.9,0.0,18.3,43.5,5.1,32.0,25.0,27.8,35.8,25.0,29.6,22.4,0
Piarco,2021-05-22,81.1,4.9784,119.7,66.9,5.9,30.7,25.0,27.2,34.4,25.0,28.8,23.5,1
Piarco,2021-05-23,80.1,2.9972,20.8,63.9,4.9,31.2,25.7,27.8,37.2,25.7,30.7,23.9,1
Piarco,2021-05-24,70.2,0.0,17.2,48.4,6.4,31.0,25.9,28.3,34.6,25.9,30.6,22.2,0
Piarco,2021-05-25,69.9,0.0,13.9,33.6,6.6,32.0,24.0,27.9,34.6,24.0,29.3,21.6,0
Piarco,2021-05-26,73.4,0.0,15.0,45.7,6.5,32.0,24.9,27.8,35.8,24.9,30.1,22.4,0
Piarco,2021-05-27,79.9,2.3114,24.2,57.8,5.5,30.0,25.0,27.3,34.2,25.0,29.9,23.4,1
Piarco,2021-05-28,70.3,0.6096,13.9,48.3,5.7,31.0,24.7,27.5,33.8,24.7,28.6,21.3,1
Piarco,2021-05-29,72.9,0.0,17.2,27.4,6.3,31.0,22.7,27.0,34.0,22.7,28.3,21.5,0
Piarco,2021-05-30,77.9,2.0066,17.2,40.1,6.5,30.1,25.0,27.2,35.2,25.0,28.8,22.9,1
Piarco,2021-05-31,78.2,23.0124,19.7,55.4,5.8,30.1,24.9,26.9,33.3,24.9,28.0,22.6,1
Piarco,2021-06-01,68.9,0.0,13.9,34.8,6.9,31.0,23.7,27.3,33.1,23.7,28.2,20.7,0
Piarco,2021-06-02,70.7,0.0,12.8,37.8,7.5,32.0,22.0,26.9,34.2,22.0,27.9,20.6,0
Piarco,2021-06-03,72.2,0.0,15.0,49.8,6.6,32.0,24.0,27.7,34.9,24.0,29.3,21.9,0
Piarco,2021-06-04,91.2,62.00139999999999,13.9,72.5,4.7,27.0,23.7,24.9,30.7,23.7,25.1,23.3,1
Piarco,2021-06-05,91.3,58.4962,13.9,59.2,5.4,26.9,24.0,25.2,29.9,24.0,25.3,23.7,1
Piarco,2021-06-06,76.6,0.0,16.1,38.2,6.6,31.0,24.7,27.4,35.2,24.7,29.3,22.8,0
Piarco,2021-06-07,78.8,3.9878,19.7,49.5,5.2,31.9,24.7,27.3,36.1,24.7,29.1,23.1,1
Piarco,2021-06-08,80.1,2.0066,12.8,47.3,4.3,30.1,24.0,27.3,35.9,24.0,29.5,23.4,1
Piarco,2021-06-09,78.6,0.1016,16.1,45.4,4.4,32.0,25.0,27.7,36.8,25.0,30.1,23.4,1
Piarco,2021-06-10,77.7,0.7111999999999999,16.1,57.7,4.9,32.0,25.7,27.8,36.8,25.7,30.0,23.4,1
Piarco,2021-06-11,76.5,0.0,12.8,40.1,6.5,32.0,24.0,27.3,35.8,24.0,29.0,22.6,0
Piarco,2021-06-12,76.8,0.0,17.2,43.1,6.0,31.9,23.9,27.6,35.9,23.9,29.7,22.9,0
Piarco,2021-06-13,73.3,0.0,13.9,41.8,6.3,32.2,24.0,27.8,36.8,24.0,29.7,22.3,0
Piarco,2021-06-14,78.8,0.0,18.3,58.5,5.2,31.1,24.2,27.2,35.6,24.2,29.0,23.0,0
Piarco,2021-06-15,74.7,2.0066,19.7,51.9,6.3,32.0,25.1,28.1,36.8,25.1,30.0,22.9,1
Piarco,2021-06-16,86.8,8.7884,10.3,51.7,6.6,28.0,25.0,26.1,32.0,25.0,26.8,23.7,1
Piarco,2021-06-17,87.1,4.5974,12.8,64.4,6.2,31.0,24.0,26.2,36.6,24.0,27.7,23.8,1
Piarco,2021-06-18,78.0,3.81,16.1,43.2,5.6,31.9,24.0,27.4,35.9,24.0,29.4,23.0,1
Piarco,2021-06-19,83.2,2.0066,19.7,50.9,6.1,30.9,24.9,27.3,37.4,24.9,29.8,24.0,1
Piarco,2021-06-20,79.3,3.9878,17.2,49.2,6.8,32.0,25.0,27.6,38.0,25.0,29.9,23.6,1
Piarco,2021-06-21,72.0,0.0,13.9,32.8,6.8,32.0,24.7,28.2,35.8,24.7,30.3,22.4,0
Piarco,2021-06-22,85.1,18.1102,8.1,54.9,6.6,31.0,23.0,25.6,35.6,23.0,26.3,22.8,1
Piarco,2021-06-23,89.1,2.6924,5.8,50.3,6.9,29.0,23.0,25.4,32.8,23.0,26.5,23.4,1
Piarco,2021-06-24,84.4,0.9906,9.2,52.8,7.6,30.0,23.0,26.2,34.2,23.0,27.8,23.2,1
Piarco,2021-06-25,77.3,0.4064,13.9,45.3,7.6,32.0,23.0,27.5,36.8,23.0,29.6,22.8,1
Piarco,2021-06-26,87.6,22.0218,8.1,49.0,5.8,29.1,24.0,25.7,33.7,24.0,26.6,23.4,1
Piarco,2021-06-27,76.1,0.0,20.8,50.3,6.2,32.0,24.0,27.4,36.3,24.0,29.4,22.6,0
Piarco,2021-06-28,75.6,3.9878,17.2,50.1,4.6,31.7,24.0,27.9,36.6,24.0,30.0,22.9,1
Piarco,2021-06-29,77.8,1.6001999999999998,11.4,44.6,5.9,32.0,24.0,27.1,35.8,24.0,28.8,22.6,1
Piarco,2021-06-30,86.3,4.2926,11.4,51.0,6.7,33.0,24.0,26.3,38.1,24.0,27.6,23.7,1
Piarco,2021-07-01,83.8,4.191,13.9,63.2,6.6,32.0,24.7,27.3,40.7,24.7,29.9,24.2,1
Piarco,2021-07-02,88.4,39.80179999999999,8.1,64.0,6.6,29.1,23.7,25.8,33.9,23.7,27.1,23.7,1
Piarco,2021-07-03,77.2,0.0,8.1,50.5,8.9,32.7,23.0,27.4,35.8,23.0,29.3,22.7,0
Piarco,2021-07-04,72.7,0.0,11.4,35.0,7.5,32.0,24.0,27.8,35.8,24.0,29.4,22.1,0
Piarco,2021-07-05,74.0,0.0,16.1,36.8,7.5,32.0,23.7,27.6,36.6,23.7,29.6,22.2,0
Piarco,2021-07-06,89.5,32.9692,6.9,52.4,6.1,27.7,23.7,24.9,32.1,23.7,25.3,23.1,1
Piarco,2021-07-07,78.6,0.7111999999999999,17.2,52.8,5.9,32.0,24.0,27.7,36.8,24.0,29.8,23.3,1
Piarco,2021-07-08,82.7,19.5834,20.8,53.9,5.3,30.0,23.0,26.2,35.0,23.0,27.2,22.9,1
Piarco,2021-07-09,82.5,13.0048,18.3,60.3,5.8,30.0,24.9,26.5,34.4,24.9,27.7,23.2,1
Piarco,2021-07-10,79.7,0.508,17.2,51.2,6.4,32.0,20.9,27.3,38.0,20.9,29.4,23.4,1
Piarco,2021-07-11,86.6,5.1054,9.2,53.4,6.9,30.0,24.7,26.6,35.2,24.7,28.2,24.1,1
Piarco,2021-07-12,77.3,0.4064,18.3,45.8,5.6,32.0,25.0,28.2,38.0,25.0,30.9,23.6,1
Piarco,2021-07-13,78.3,2.9972,16.1,43.7,6.2,30.0,24.2,27.4,35.2,24.2,29.6,23.2,1
Piarco,2021-07-14,73.5,0.7111999999999999,13.9,34.0,7.6,32.0,23.0,27.3,34.4,23.0,28.8,21.8,1
Piarco,2021-07-15,85.7,13.0048,12.8,57.2,6.0,28.1,24.0,26.1,32.8,24.0,26.9,23.4,1
Piarco,2021-07-16,75.7,0.9906,17.2,39.6,6.2,32.0,24.7,27.7,36.8,24.7,29.7,22.8,1
Piarco,2021-07-17,81.4,5.9944,11.4,57.3,6.2,32.0,23.0,26.6,38.0,23.0,28.2,22.9,1
Piarco,2021-07-18,77.9,0.7111999999999999,12.8,47.8,6.8,32.0,24.7,27.9,36.8,24.7,30.6,23.5,1
